datetime,p_up,p_dn,EV,kelly_raw,stake,side,target_up,payoff
2022-01-19 09:00:00+00:00,0.395545,0.604455,0.286074,0.253688,0.063422,DOWN,0,0.071519
2022-01-19 10:00:00+00:00,0.37638,0.62362,0.32685,0.289848,0.072462,DOWN,1,-0.072462
2022-01-19 11:00:00+00:00,0.392627,0.607373,0.292284,0.259195,0.064799,DOWN,1,-0.064799
2022-01-19 12:00:00+00:00,0.319931,0.680069,0.446954,0.396356,0.099089,DOWN,1,-0.099089
2022-01-19 13:00:00+00:00,0.337209,0.662791,0.410193,0.363756,0.090939,DOWN,1,-0.090939
2022-01-19 14:00:00+00:00,0.332246,0.667754,0.420753,0.37312,0.09328,DOWN,0,0.105188
2022-01-19 15:00:00+00:00,0.615895,0.384105,0.162066,0.182756,0.045689,UP,0,-0.045689
2022-01-19 16:00:00+00:00,0.446136,0.553864,0.178435,0.158234,0.039559,DOWN,1,-0.039559
2022-01-19 17:00:00+00:00,0.397338,0.602662,0.28226,0.250306,0.062576,DOWN,0,0.070565
2022-01-19 18:00:00+00:00,0.445063,0.554937,0.180717,0.160259,0.040065,DOWN,0,0.045179
2022-01-19 19:00:00+00:00,0.57322,0.42678,0.081548,0.091958,0.02299,UP,0,-0.02299
2022-01-19 20:00:00+00:00,0.631106,0.368894,0.190767,0.21512,0.05378,UP,1,0.047692
2022-01-19 21:00:00+00:00,0.586179,0.413821,0.105999,0.119531,0.029883,UP,1,0.0265
2022-01-19 22:00:00+00:00,0.328536,0.671464,0.428646,0.38012,0.09503,DOWN,0,0.107162
2022-01-19 23:00:00+00:00,0.588553,0.411447,0.110477,0.124581,0.031145,UP,1,0.027619
2022-01-20 00:00:00+00:00,0.550968,0.449032,0.039562,0.044612,0.011153,UP,0,-0.011153
2022-01-20 01:00:00+00:00,0.560059,0.439941,0.056715,0.063955,0.015989,UP,1,0.014179
